COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE,PARTY
KNOX,Kesha Rogers,6,61,10,U.S. Senate,Democratic
LAMAR,Kesha Rogers,128,557,23,U.S. Senate,Democratic
LAMB,Kesha Rogers,23,89,26,U.S. Senate,Democratic
LAMPASAS,Kesha Rogers,31,162,19,U.S. Senate,Democratic
LA SALLE,Kesha Rogers,165,751,22,U.S. Senate,Democratic
LAVACA,Kesha Rogers,44,235,19,U.S. Senate,Democratic
LEE,Kesha Rogers,49,265,18,U.S. Senate,Democratic
LEON,Kesha Rogers,27,129,21,U.S. Senate,Democratic
LIBERTY,Kesha Rogers,151,530,28,U.S. Senate,Democratic
LIMESTONE,Kesha Rogers,58,302,19,U.S. Senate,Democratic
LIPSCOMB,Kesha Rogers,0,14,0,U.S. Senate,Democratic
LIVE OAK,Kesha Rogers,29,110,26,U.S. Senate,Democratic
LLANO,Kesha Rogers,82,409,20,U.S. Senate,Democratic
LOVING,Kesha Rogers,2,11,18,U.S. Senate,Democratic
LUBBOCK,Kesha Rogers,767,3748,20,U.S. Senate,Democratic
LYNN,Kesha Rogers,0,0,0,U.S. Senate,Democratic
MADISON,Kesha Rogers,41,102,40,U.S. Senate,Democratic
MARION,Kesha Rogers,66,220,30,U.S. Senate,Democratic
MARTIN,Kesha Rogers,9,27,33,U.S. Senate,Democratic
MASON,Kesha Rogers,12,63,19,U.S. Senate,Democratic
MATAGORDA,Kesha Rogers,179,1164,15,U.S. Senate,Democratic
MAVERICK,Kesha Rogers,555,3863,14,U.S. Senate,Democratic
MCCULLOCH,Kesha Rogers,0,0,0,U.S. Senate,Democratic
MCLENNAN,Kesha Rogers,662,2092,32,U.S. Senate,Democratic
MCMULLEN,Kesha Rogers,0,0,0,U.S. Senate,Democratic
MEDINA,Kesha Rogers,67,477,14,U.S. Senate,Democratic
MENARD,Kesha Rogers,4,16,25,U.S. Senate,Democratic
MIDLAND,Kesha Rogers,288,911,32,U.S. Senate,Democratic
MILAM,Kesha Rogers,90,368,24,U.S. Senate,Democratic
MILLS,Kesha Rogers,0,0,0,U.S. Senate,Democratic
MITCHELL,Kesha Rogers,31,85,36,U.S. Senate,Democratic
MONTAGUE,Kesha Rogers,16,89,18,U.S. Senate,Democratic
MONTGOMERY,Kesha Rogers,362,2310,16,U.S. Senate,Democratic
MOORE,Kesha Rogers,0,0,0,U.S. Senate,Democratic
MORRIS,Kesha Rogers,288,764,38,U.S. Senate,Democratic
MOTLEY,Kesha Rogers,1,14,7,U.S. Senate,Democratic
NACOGDOCHES,Kesha Rogers,147,622,24,U.S. Senate,Democratic
NAVARRO,Kesha Rogers,131,527,25,U.S. Senate,Democratic
NEWTON,Kesha Rogers,250,938,27,U.S. Senate,Democratic
NOLAN,Kesha Rogers,83,305,27,U.S. Senate,Democratic
NUECES,Kesha Rogers,1108,6871,16,U.S. Senate,Democratic
OCHILTREE,Kesha Rogers,9,17,53,U.S. Senate,Democratic
OLDHAM,Kesha Rogers,0,0,0,U.S. Senate,Democratic
ORANGE,Kesha Rogers,399,1255,32,U.S. Senate,Democratic
PALO PINTO,Kesha Rogers,75,324,23,U.S. Senate,Democratic
PANOLA,Kesha Rogers,63,223,28,U.S. Senate,Democratic
PARKER,Kesha Rogers,252,1262,20,U.S. Senate,Democratic
PARMER,Kesha Rogers,6,29,21,U.S. Senate,Democratic
PECOS,Kesha Rogers,146,502,29,U.S. Senate,Democratic
POLK,Kesha Rogers,112,464,24,U.S. Senate,Democratic
POTTER,Kesha Rogers,236,768,31,U.S. Senate,Democratic
PRESIDIO,Kesha Rogers,273,773,35,U.S. Senate,Democratic
RAINS,Kesha Rogers,17,98,17,U.S. Senate,Democratic
RANDALL,Kesha Rogers,177,883,20,U.S. Senate,Democratic
REAGAN,Kesha Rogers,2,10,20,U.S. Senate,Democratic
REAL,Kesha Rogers,3,14,21,U.S. Senate,Democratic
RED RIVER,Kesha Rogers,105,262,40,U.S. Senate,Democratic
REEVES,Kesha Rogers,319,1113,29,U.S. Senate,Democratic
REFUGIO,Kesha Rogers,34,232,15,U.S. Senate,Democratic
ROBERTS,Kesha Rogers,0,0,0,U.S. Senate,Democratic
ROBERTSON,Kesha Rogers,347,1353,26,U.S. Senate,Democratic
ROCKWALL,Kesha Rogers,204,911,22,U.S. Senate,Democratic
RUNNELS,Kesha Rogers,5,41,12,U.S. Senate,Democratic
RUSK,Kesha Rogers,85,329,26,U.S. Senate,Democratic
SABINE,Kesha Rogers,38,143,27,U.S. Senate,Democratic
SAN AUGUSTINE,Kesha Rogers,81,315,26,U.S. Senate,Democratic
SAN JACINTO,Kesha Rogers,154,577,27,U.S. Senate,Democratic
SAN PATRICIO,Kesha Rogers,244,1442,17,U.S. Senate,Democratic
SAN SABA,Kesha Rogers,0,0,0,U.S. Senate,Democratic
SCHLEICHER,Kesha Rogers,34,136,25,U.S. Senate,Democratic
SCURRY,Kesha Rogers,26,94,28,U.S. Senate,Democratic
SHACKELFORD,Kesha Rogers,0,0,0,U.S. Senate,Democratic
SHELBY,Kesha Rogers,115,403,29,U.S. Senate,Democratic
SHERMAN,Kesha Rogers,5,12,42,U.S. Senate,Democratic
SMITH,Kesha Rogers,632,1984,32,U.S. Senate,Democratic
SOMERVELL,Kesha Rogers,3,42,7,U.S. Senate,Democratic
STARR,Kesha Rogers,556,5201,11,U.S. Senate,Democratic
STEPHENS,Kesha Rogers,10,48,21,U.S. Senate,Democratic
STERLING,Kesha Rogers,0,2,0,U.S. Senate,Democratic
STONEWALL,Kesha Rogers,49,156,31,U.S. Senate,Democratic
SUTTON,Kesha Rogers,3,26,12,U.S. Senate,Democratic
SWISHER,Kesha Rogers,123,400,31,U.S. Senate,Democratic
TARRANT,Kesha Rogers,10932,36773,30,U.S. Senate,Democratic
TAYLOR,Kesha Rogers,194,902,22,U.S. Senate,Democratic
TERRELL,Kesha Rogers,27,83,33,U.S. Senate,Democratic
TERRY,Kesha Rogers,36,99,36,U.S. Senate,Democratic
THROCKMORTON,Kesha Rogers,0,0,0,U.S. Senate,Democratic
TITUS,Kesha Rogers,112,407,28,U.S. Senate,Democratic
TOM GREEN,Kesha Rogers,154,870,18,U.S. Senate,Democratic
TRAVIS,Kesha Rogers,4640,40393,11,U.S. Senate,Democratic
TRINITY,Kesha Rogers,93,354,26,U.S. Senate,Democratic
TYLER,Kesha Rogers,91,315,29,U.S. Senate,Democratic
UPSHUR,Kesha Rogers,62,259,24,U.S. Senate,Democratic
UPTON,Kesha Rogers,93,297,31,U.S. Senate,Democratic
UVALDE,Kesha Rogers,330,1515,22,U.S. Senate,Democratic
VAL VERDE,Kesha Rogers,1022,5113,20,U.S. Senate,Democratic
VAN ZANDT,Kesha Rogers,109,432,25,U.S. Senate,Democratic
VICTORIA,Kesha Rogers,225,1273,18,U.S. Senate,Democratic
WALKER,Kesha Rogers,163,714,23,U.S. Senate,Democratic
WALLER,Kesha Rogers,269,785,34,U.S. Senate,Democratic
WARD,Kesha Rogers,127,483,26,U.S. Senate,Democratic
WASHINGTON,Kesha Rogers,70,334,21,U.S. Senate,Democratic
WEBB,Kesha Rogers,4321,21962,20,U.S. Senate,Democratic
WHARTON,Kesha Rogers,91,431,21,U.S. Senate,Democratic
WHEELER,Kesha Rogers,9,36,25,U.S. Senate,Democratic
WICHITA,Kesha Rogers,264,1198,22,U.S. Senate,Democratic
WILBARGER,Kesha Rogers,109,425,26,U.S. Senate,Democratic
WILLACY,Kesha Rogers,435,2334,19,U.S. Senate,Democratic
WILLIAMSON,Kesha Rogers,1277,6680,19,U.S. Senate,Democratic
WILSON,Kesha Rogers,174,1116,16,U.S. Senate,Democratic
WINKLER,Kesha Rogers,7,23,30,U.S. Senate,Democratic
WISE,Kesha Rogers,118,575,21,U.S. Senate,Democratic
WOOD,Kesha Rogers,93,385,24,U.S. Senate,Democratic
YOAKUM,Kesha Rogers,0,0,0,U.S. Senate,Democratic
YOUNG,Kesha Rogers,36,144,25,U.S. Senate,Democratic
ZAPATA,Kesha Rogers,164,1458,11,U.S. Senate,Democratic
ZAVALA,Kesha Rogers,205,1158,18,U.S. Senate,Democratic
ANDERSON,Jim Hogan,306,627,49,Agriculture Commissioner,Democratic
ANDREWS,Jim Hogan,37,69,54,Agriculture Commissioner,Democratic
ANGELINA,Jim Hogan,399,869,46,Agriculture Commissioner,Democratic
ARANSAS,Jim Hogan,125,289,43,Agriculture Commissioner,Democratic
ARCHER,Jim Hogan,24,55,44,Agriculture Commissioner,Democratic
ARMSTRONG,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
ATASCOSA,Jim Hogan,325,788,41,Agriculture Commissioner,Democratic
AUSTIN,Jim Hogan,59,172,34,Agriculture Commissioner,Democratic
BAILEY,Jim Hogan,11,32,34,Agriculture Commissioner,Democratic
BANDERA,Jim Hogan,65,237,27,Agriculture Commissioner,Democratic
BASTROP,Jim Hogan,543,1662,33,Agriculture Commissioner,Democratic
BAYLOR,Jim Hogan,14,30,47,Agriculture Commissioner,Democratic
BEE,Jim Hogan,426,1016,42,Agriculture Commissioner,Democratic
BELL,Jim Hogan,1015,2458,41,Agriculture Commissioner,Democratic
BEXAR,Jim Hogan,12474,38649,32,Agriculture Commissioner,Democratic
BLANCO,Jim Hogan,46,160,29,Agriculture Commissioner,Democratic
BORDEN,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
BOSQUE,Jim Hogan,126,255,49,Agriculture Commissioner,Democratic
BOWIE,Jim Hogan,141,291,48,Agriculture Commissioner,Democratic
BRAZORIA,Jim Hogan,1133,2694,42,Agriculture Commissioner,Democratic
BRAZOS,Jim Hogan,741,1782,42,Agriculture Commissioner,Democratic
BREWSTER,Jim Hogan,337,1204,28,Agriculture Commissioner,Democratic
BRISCOE,Jim Hogan,13,19,68,Agriculture Commissioner,Democratic
BROOKS,Jim Hogan,616,1464,42,Agriculture Commissioner,Democratic
BROWN,Jim Hogan,79,192,41,Agriculture Commissioner,Democratic
BURLESON,Jim Hogan,83,213,39,Agriculture Commissioner,Democratic
BURNET,Jim Hogan,168,458,37,Agriculture Commissioner,Democratic
CALDWELL,Jim Hogan,679,1837,37,Agriculture Commissioner,Democratic
CALHOUN,Jim Hogan,802,1505,53,Agriculture Commissioner,Democratic
CALLAHAN,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
CAMERON,Jim Hogan,6331,14067,45,Agriculture Commissioner,Democratic
CAMP,Jim Hogan,83,181,46,Agriculture Commissioner,Democratic
CARSON,Jim Hogan,32,56,57,Agriculture Commissioner,Democratic
CASS,Jim Hogan,327,591,55,Agriculture Commissioner,Democratic
CASTRO,Jim Hogan,42,75,56,Agriculture Commissioner,Democratic
CHAMBERS,Jim Hogan,123,293,42,Agriculture Commissioner,Democratic
CHEROKEE,Jim Hogan,187,412,45,Agriculture Commissioner,Democratic
CHILDRESS,Jim Hogan,16,42,38,Agriculture Commissioner,Democratic
CLAY,Jim Hogan,45,87,52,Agriculture Commissioner,Democratic
COCHRAN,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
COKE,Jim Hogan,9,22,41,Agriculture Commissioner,Democratic
COLEMAN,Jim Hogan,26,67,39,Agriculture Commissioner,Democratic
COLLIN,Jim Hogan,3155,8130,39,Agriculture Commissioner,Democratic
COLLINGSWORTH,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
COLORADO,Jim Hogan,80,216,37,Agriculture Commissioner,Democratic
COMAL,Jim Hogan,570,1572,36,Agriculture Commissioner,Democratic
COMANCHE,Jim Hogan,71,156,46,Agriculture Commissioner,Democratic
CONCHO,Jim Hogan,12,21,57,Agriculture Commissioner,Democratic
COOKE,Jim Hogan,110,254,43,Agriculture Commissioner,Democratic
CORYELL,Jim Hogan,176,367,48,Agriculture Commissioner,Democratic
COTTLE,Jim Hogan,18,35,51,Agriculture Commissioner,Democratic
CRANE,Jim Hogan,32,79,41,Agriculture Commissioner,Democratic
CROCKETT,Jim Hogan,206,491,42,Agriculture Commissioner,Democratic
CROSBY,Jim Hogan,212,369,57,Agriculture Commissioner,Democratic
CULBERSON,Jim Hogan,134,374,36,Agriculture Commissioner,Democratic
DALLAM,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
DALLAS,Jim Hogan,18670,55015,34,Agriculture Commissioner,Democratic
DAWSON,Jim Hogan,137,267,51,Agriculture Commissioner,Democratic
DEAF SMITH,Jim Hogan,19,53,36,Agriculture Commissioner,Democratic
DELTA,Jim Hogan,52,85,61,Agriculture Commissioner,Democratic
DENTON,Jim Hogan,2690,6606,41,Agriculture Commissioner,Democratic
DE WITT,Jim Hogan,56,149,38,Agriculture Commissioner,Democratic
DICKENS,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
DIMMIT,Jim Hogan,651,2562,25,Agriculture Commissioner,Democratic
DONLEY,Jim Hogan,9,19,47,Agriculture Commissioner,Democratic
DUVAL,Jim Hogan,1296,2370,55,Agriculture Commissioner,Democratic
EASTLAND,Jim Hogan,63,128,49,Agriculture Commissioner,Democratic
ECTOR,Jim Hogan,578,1194,48,Agriculture Commissioner,Democratic
EDWARDS,Jim Hogan,46,92,50,Agriculture Commissioner,Democratic
ELLIS,Jim Hogan,769,1902,40,Agriculture Commissioner,Democratic
EL PASO,Jim Hogan,8633,26042,33,Agriculture Commissioner,Democratic
ERATH,Jim Hogan,94,240,39,Agriculture Commissioner,Democratic
FALLS,Jim Hogan,113,219,52,Agriculture Commissioner,Democratic
FANNIN,Jim Hogan,171,394,43,Agriculture Commissioner,Democratic
FAYETTE,Jim Hogan,127,322,39,Agriculture Commissioner,Democratic
FISHER,Jim Hogan,304,495,61,Agriculture Commissioner,Democratic
FLOYD,Jim Hogan,22,29,76,Agriculture Commissioner,Democratic
FOARD,Jim Hogan,47,83,57,Agriculture Commissioner,Democratic
FORT BEND,Jim Hogan,3517,7707,46,Agriculture Commissioner,Democratic
FRANKLIN,Jim Hogan,35,83,42,Agriculture Commissioner,Democratic
FREESTONE,Jim Hogan,163,302,54,Agriculture Commissioner,Democratic
FRIO,Jim Hogan,661,1432,46,Agriculture Commissioner,Democratic
GAINES,Jim Hogan,36,66,55,Agriculture Commissioner,Democratic
GALVESTON,Jim Hogan,1661,3842,43,Agriculture Commissioner,Democratic
GARZA,Jim Hogan,16,26,62,Agriculture Commissioner,Democratic
GILLESPIE,Jim Hogan,86,306,28,Agriculture Commissioner,Democratic
GLASSCOCK,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
GOLIAD,Jim Hogan,120,300,40,Agriculture Commissioner,Democratic
GONZALES,Jim Hogan,88,190,46,Agriculture Commissioner,Democratic
GRAY,Jim Hogan,38,74,51,Agriculture Commissioner,Democratic
GRAYSON,Jim Hogan,410,1040,39,Agriculture Commissioner,Democratic
GREGG,Jim Hogan,832,1596,52,Agriculture Commissioner,Democratic
GRIMES,Jim Hogan,96,239,40,Agriculture Commissioner,Democratic
GUADALUPE,Jim Hogan,682,1573,43,Agriculture Commissioner,Democratic
HALE,Jim Hogan,100,168,60,Agriculture Commissioner,Democratic
HALL,Jim Hogan,33,61,54,Agriculture Commissioner,Democratic
HAMILTON,Jim Hogan,66,141,47,Agriculture Commissioner,Democratic
HANSFORD,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
HARDEMAN,Jim Hogan,32,66,48,Agriculture Commissioner,Democratic
HARDIN,Jim Hogan,235,457,51,Agriculture Commissioner,Democratic
HARRIS,Jim Hogan,19799,47072,42,Agriculture Commissioner,Democratic
HARRISON,Jim Hogan,593,1118,53,Agriculture Commissioner,Democratic
HARTLEY,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
HASKELL,Jim Hogan,116,192,60,Agriculture Commissioner,Democratic
HAYS,Jim Hogan,827,2922,28,Agriculture Commissioner,Democratic
HEMPHILL,Jim Hogan,8,17,47,Agriculture Commissioner,Democratic
HENDERSON,Jim Hogan,373,926,40,Agriculture Commissioner,Democratic
HIDALGO,Jim Hogan,11973,30809,39,Agriculture Commissioner,Democratic
HILL,Jim Hogan,190,401,47,Agriculture Commissioner,Democratic
HOCKLEY,Jim Hogan,73,123,59,Agriculture Commissioner,Democratic
HOOD,Jim Hogan,281,585,48,Agriculture Commissioner,Democratic
HOPKINS,Jim Hogan,198,420,47,Agriculture Commissioner,Democratic
HOUSTON,Jim Hogan,134,235,57,Agriculture Commissioner,Democratic
HOWARD,Jim Hogan,92,214,43,Agriculture Commissioner,Democratic
HUDSPETH,Jim Hogan,123,356,35,Agriculture Commissioner,Democratic
HUNT,Jim Hogan,274,664,41,Agriculture Commissioner,Democratic
HUTCHINSON,Jim Hogan,68,139,49,Agriculture Commissioner,Democratic
IRION,Jim Hogan,7,19,37,Agriculture Commissioner,Democratic
JACK,Jim Hogan,40,71,56,Agriculture Commissioner,Democratic
JACKSON,Jim Hogan,54,121,45,Agriculture Commissioner,Democratic
JASPER,Jim Hogan,495,787,63,Agriculture Commissioner,Democratic
JEFF DAVIS,Jim Hogan,127,364,35,Agriculture Commissioner,Democratic
JEFFERSON,Jim Hogan,4078,9105,45,Agriculture Commissioner,Democratic
JIM HOGG,Jim Hogan,667,1446,46,Agriculture Commissioner,Democratic
JIM WELLS,Jim Hogan,1545,3760,41,Agriculture Commissioner,Democratic
JOHNSON,Jim Hogan,561,1214,46,Agriculture Commissioner,Democratic
JONES,Jim Hogan,71,135,53,Agriculture Commissioner,Democratic
KARNES,Jim Hogan,486,1311,37,Agriculture Commissioner,Democratic
KAUFMAN,Jim Hogan,406,1045,39,Agriculture Commissioner,Democratic
KENDALL,Jim Hogan,105,319,33,Agriculture Commissioner,Democratic
KENEDY,Jim Hogan,23,53,43,Agriculture Commissioner,Democratic
KENT,Jim Hogan,72,137,53,Agriculture Commissioner,Democratic
KERR,Jim Hogan,115,543,21,Agriculture Commissioner,Democratic
KIMBLE,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
KING,Jim Hogan,2,2,100,Agriculture Commissioner,Democratic
KINNEY,Jim Hogan,143,333,43,Agriculture Commissioner,Democratic
KLEBERG,Jim Hogan,738,1750,42,Agriculture Commissioner,Democratic
KNOX,Jim Hogan,40,65,62,Agriculture Commissioner,Democratic
LAMAR,Jim Hogan,295,557,53,Agriculture Commissioner,Democratic
LAMB,Jim Hogan,53,92,58,Agriculture Commissioner,Democratic
LAMPASAS,Jim Hogan,66,161,41,Agriculture Commissioner,Democratic
LA SALLE,Jim Hogan,308,796,39,Agriculture Commissioner,Democratic
LAVACA,Jim Hogan,136,238,57,Agriculture Commissioner,Democratic
LEE,Jim Hogan,130,276,47,Agriculture Commissioner,Democratic
LEON,Jim Hogan,55,131,42,Agriculture Commissioner,Democratic
LIBERTY,Jim Hogan,227,528,43,Agriculture Commissioner,Democratic
LIMESTONE,Jim Hogan,152,299,51,Agriculture Commissioner,Democratic
LIPSCOMB,Jim Hogan,5,15,33,Agriculture Commissioner,Democratic
LIVE OAK,Jim Hogan,49,113,43,Agriculture Commissioner,Democratic
LLANO,Jim Hogan,186,422,44,Agriculture Commissioner,Democratic
LOVING,Jim Hogan,5,9,56,Agriculture Commissioner,Democratic
LUBBOCK,Jim Hogan,1576,3722,42,Agriculture Commissioner,Democratic
LYNN,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
MADISON,Jim Hogan,57,101,56,Agriculture Commissioner,Democratic
MARION,Jim Hogan,87,216,40,Agriculture Commissioner,Democratic
MARTIN,Jim Hogan,12,26,46,Agriculture Commissioner,Democratic
MASON,Jim Hogan,29,61,48,Agriculture Commissioner,Democratic
MATAGORDA,Jim Hogan,621,1228,51,Agriculture Commissioner,Democratic
MAVERICK,Jim Hogan,1493,3149,47,Agriculture Commissioner,Democratic
MCCULLOCH,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
MCLENNAN,Jim Hogan,958,2030,47,Agriculture Commissioner,Democratic
MCMULLEN,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
MEDINA,Jim Hogan,160,477,34,Agriculture Commissioner,Democratic
MENARD,Jim Hogan,4,20,20,Agriculture Commissioner,Democratic
MIDLAND,Jim Hogan,425,878,48,Agriculture Commissioner,Democratic
MILAM,Jim Hogan,173,385,45,Agriculture Commissioner,Democratic
MILLS,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
MITCHELL,Jim Hogan,46,89,52,Agriculture Commissioner,Democratic
MONTAGUE,Jim Hogan,38,90,42,Agriculture Commissioner,Democratic
MONTGOMERY,Jim Hogan,602,2280,26,Agriculture Commissioner,Democratic
MOORE,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
MORRIS,Jim Hogan,426,811,53,Agriculture Commissioner,Democratic
MOTLEY,Jim Hogan,8,14,57,Agriculture Commissioner,Democratic
NACOGDOCHES,Jim Hogan,228,624,37,Agriculture Commissioner,Democratic
NAVARRO,Jim Hogan,247,503,49,Agriculture Commissioner,Democratic
NEWTON,Jim Hogan,557,983,57,Agriculture Commissioner,Democratic
NOLAN,Jim Hogan,176,333,53,Agriculture Commissioner,Democratic
NUECES,Jim Hogan,2979,6686,45,Agriculture Commissioner,Democratic
OCHILTREE,Jim Hogan,10,19,53,Agriculture Commissioner,Democratic
OLDHAM,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
ORANGE,Jim Hogan,706,1263,56,Agriculture Commissioner,Democratic
PALO PINTO,Jim Hogan,135,325,42,Agriculture Commissioner,Democratic
PANOLA,Jim Hogan,116,227,51,Agriculture Commissioner,Democratic
PARKER,Jim Hogan,490,1264,39,Agriculture Commissioner,Democratic
PARMER,Jim Hogan,17,28,61,Agriculture Commissioner,Democratic
PECOS,Jim Hogan,254,514,49,Agriculture Commissioner,Democratic
POLK,Jim Hogan,190,459,41,Agriculture Commissioner,Democratic
POTTER,Jim Hogan,306,752,41,Agriculture Commissioner,Democratic
PRESIDIO,Jim Hogan,312,844,37,Agriculture Commissioner,Democratic
RAINS,Jim Hogan,45,100,45,Agriculture Commissioner,Democratic
RANDALL,Jim Hogan,393,881,45,Agriculture Commissioner,Democratic
REAGAN,Jim Hogan,3,9,33,Agriculture Commissioner,Democratic
REAL,Jim Hogan,1,14,7,Agriculture Commissioner,Democratic
RED RIVER,Jim Hogan,153,262,58,Agriculture Commissioner,Democratic
REEVES,Jim Hogan,514,1119,46,Agriculture Commissioner,Democratic
REFUGIO,Jim Hogan,105,237,44,Agriculture Commissioner,Democratic
ROBERTS,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
ROBERTSON,Jim Hogan,762,1433,53,Agriculture Commissioner,Democratic
ROCKWALL,Jim Hogan,352,890,40,Agriculture Commissioner,Democratic
RUNNELS,Jim Hogan,16,42,38,Agriculture Commissioner,Democratic
RUSK,Jim Hogan,147,336,44,Agriculture Commissioner,Democratic
SABINE,Jim Hogan,79,145,54,Agriculture Commissioner,Democratic
SAN AUGUSTINE,Jim Hogan,153,322,48,Agriculture Commissioner,Democratic
SAN JACINTO,Jim Hogan,287,587,49,Agriculture Commissioner,Democratic
SAN PATRICIO,Jim Hogan,672,1393,48,Agriculture Commissioner,Democratic
SAN SABA,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
SCHLEICHER,Jim Hogan,77,138,56,Agriculture Commissioner,Democratic
SCURRY,Jim Hogan,42,89,47,Agriculture Commissioner,Democratic
SHACKELFORD,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
SHELBY,Jim Hogan,251,414,61,Agriculture Commissioner,Democratic
SHERMAN,Jim Hogan,9,11,82,Agriculture Commissioner,Democratic
SMITH,Jim Hogan,1017,1935,53,Agriculture Commissioner,Democratic
SOMERVELL,Jim Hogan,13,43,30,Agriculture Commissioner,Democratic
STARR,Jim Hogan,1314,3581,37,Agriculture Commissioner,Democratic
STEPHENS,Jim Hogan,36,50,72,Agriculture Commissioner,Democratic
STERLING,Jim Hogan,1,3,33,Agriculture Commissioner,Democratic
STONEWALL,Jim Hogan,113,186,61,Agriculture Commissioner,Democratic
SUTTON,Jim Hogan,8,25,32,Agriculture Commissioner,Democratic
SWISHER,Jim Hogan,223,420,53,Agriculture Commissioner,Democratic
TARRANT,Jim Hogan,13527,34704,39,Agriculture Commissioner,Democratic
TAYLOR,Jim Hogan,511,914,56,Agriculture Commissioner,Democratic
TERRELL,Jim Hogan,32,88,36,Agriculture Commissioner,Democratic
TERRY,Jim Hogan,61,105,58,Agriculture Commissioner,Democratic
THROCKMORTON,Jim Hogan,0,0,0,Agriculture Commissioner,Democratic
TITUS,Jim Hogan,185,418,44,Agriculture Commissioner,Democratic
TOM GREEN,Jim Hogan,361,886,41,Agriculture Commissioner,Democratic
TRAVIS,Jim Hogan,10901,41400,26,Agriculture Commissioner,Democratic
TRINITY,Jim Hogan,163,320,51,Agriculture Commissioner,Democratic
TYLER,Jim Hogan,177,320,55,Agriculture Commissioner,Democratic
UPSHUR,Jim Hogan,129,263,49,Agriculture Commissioner,Democratic
UPTON,Jim Hogan,132,306,43,Agriculture Commissioner,Democratic
UVALDE,Jim Hogan,597,1502,40,Agriculture Commissioner,Democratic
VAL VERDE,Jim Hogan,2014,5044,40,Agriculture Commissioner,Democratic
VAN ZANDT,Jim Hogan,223,445,50,Agriculture Commissioner,Democratic
VICTORIA,Jim Hogan,694,1241,56,Agriculture Commissioner,Democratic
WALKER,Jim Hogan,318,707,45,Agriculture Commissioner,Democratic
WALLER,Jim Hogan,355,776,46,Agriculture Commissioner,Democratic
WARD,Jim Hogan,270,492,55,Agriculture Commissioner,Democratic
WASHINGTON,Jim Hogan,147,338,43,Agriculture Commissioner,Democratic
WEBB,Jim Hogan,9942,21821,46,Agriculture Commissioner,Democratic
